bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count
19894,Basin and Range,John McPhee,4.19,374516901,9.78037E+12,eng,240,2637,167
19898,Assembling California,John McPhee,4.17,374523932,9.78037E+12,eng,294,1532,112
19909,Master of the Night (Mageverse #1),Angela Knight,3.88,425198804,9.78043E+12,eng,296,4597,124
20002,The Fall of the Kings (Riverside  #3),Ellen Kushner-Delia Sherman,3.65,553585940,9.78055E+12,eng,510,1814,125
20059,Confessions of a Pagan Nun,Kate Horsley,3.88,1570629137,9.78157E+12,eng,191,1697,252
20075,Dragon's Fire (Pern  #19),Anne McCaffrey-Todd McCaffrey,3.97,345480287,9.78035E+12,eng,366,7762,164
20181,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,4.1,158297294X,9.78158E+12,eng,234,4304,415
20186,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,4.19,300078153,9.7803E+12,eng,445,2316,228
20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,60786736,9.78006E+12,eng,384,2354,206
20234,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99,312965680,9.78031E+12,eng,306,4787,411
20235,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.14,553586610,9.78055E+12,eng,416,2830,250
20236,The Murder Stone,Charles Todd,3.83,553586602,9.78055E+12,eng,416,1444,170
20237,Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,4.15,553583158,9.78055E+12,eng,356,3906,304
20238,A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04,553583174,9.78055E+12,eng,384,2656,241
20239,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.98,553583166,9.78055E+12,eng,421,3045,306
20240,Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,4,312971281,9.78031E+12,eng,310,3717,307
20249,Hunters of Dune (Dune Chronicles #7),Brian Herbert-Kevin J. Anderson,3.65,765312921,9.78077E+12,eng,524,10459,261
20252,House Corrino (Prelude to Dune #3),Brian Herbert-Kevin J. Anderson,3.67,553580337,9.78055E+12,eng,667,11952,158
20253,House Harkonnen (Prelude to Dune #2),Brian Herbert-Kevin J. Anderson,3.66,553580302,9.78055E+12,eng,733,12802,199
20413,A Child's Garden of Verses,Robert Louis Stevenson-Tasha Tudor,4.3,689823827,9.78069E+12,eng,67,21780,415
20417,Have Space Suit—Will Travel (Heinlein's Juveniles  #12),Robert A. Heinlein,3.89,1416505490,9.78142E+12,eng,276,22399,636
20564,The Mill on the Floss,George Eliot-A.S. Byatt,3.79,141439629,9.78014E+12,eng,579,40763,1263
20645,Terry Jones' Medieval Lives,Terry Jones-Alan Ereira,4.02,563522755,9.78056E+12,eng,240,1867,148
20671,Monkeyluv: And Other Essays on Our Lives as Animals,Robert M. Sapolsky,4.17,743260163,9.78074E+12,en-CA,209,976,100
20687,Lilly's Big Day,Kevin Henkes,4.2,60742364,9.78006E+12,en-US,40,3099,198
20692,Chester's Way,Kevin Henkes,4.22,688154727,9.78069E+12,eng,32,5021,282
20694,Julius  the Baby of the World,Kevin Henkes,4.27,688143881,9.78069E+12,eng,32,6528,341
20749,Study Bible: NIV,Anonymous,4.7,310929555,9.78031E+12,eng,2198,4092,192
20809,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.13,743299639,9.78074E+12,eng,320,6627,191
20941,The Western Canon: The Books and School of the Ages,Harold Bloom,3.87,1573225142,9.78157E+12,en-US,560,2045,155
20942,Shakespeare: The Invention of the Human,Harold Bloom,4.02,157322751X,9.78157E+12,eng,745,2930,173
20949,American Caesar: Douglas MacArthur 1880-1964,William Manchester,4.14,316544981,9.78032E+12,eng,811,9837,217
20995,The Art of Seduction,Robert Greene,4.06,1861977697,9.78186E+12,eng,466,13029,794
21010,Spares,Michael Marshall Smith,4.13,6512674,9.78001E+12,eng,317,2481,161
21029,The Theory and Practice of Group Psychotherapy,Irvin D. Yalom-Molyn Leszcz,4.16,465092845,9.78047E+12,en-US,688,7538,118
21031,When Nietzsche Wept,Irvin D. Yalom,4.3,60748125,9.78006E+12,eng,310,22959,941
21060,Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,142301515,9.78014E+12,eng,471,21253,882
21062,A Rose for the Crown,Anne Easter Smith,4.02,743276876,9.78074E+12,en-US,672,4568,257
21111,Tregaron's Daughter,Madeleine Brent,4.13,385003234,9.78039E+12,eng,251,1486,115
21119,The Ethics of Ambiguity,Simone de Beauvoir-Bernard Frechtman,4.14,080650160X,9.78081E+12,eng,162,3875,143
21188,Wanted!,Caroline B. Cooney,3.68,590988492,9.78059E+12,en-US,230,1924,189
21276,A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,034548133X,9.78035E+12,eng,286,2681,163
21277,Already Dead (Joe Pitt  #1),Charlie Huston,3.79,034547824X,9.78035E+12,en-US,268,8322,629
21278,Caught Stealing (Hank Thompson  #1),Charlie Huston,4.05,345464788,9.78035E+12,eng,240,4684,426
21282,Dead I Well May Be (Dead Trilogy #1),Adrian McKinty,3.98,743470567,9.78074E+12,eng,384,2435,218
21284,The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.6,081095480X,9.78081E+12,eng,372,839,115
21315,Diary of a Spider,Doreen Cronin-Harry Bliss,4.25,60001534,9.78006E+12,en-US,40,7903,289
21318,The Snow Spider (Snow Spider Trilogy  #1),Jenny Nimmo,3.69,439846757,9.78044E+12,en-US,146,2694,222
21322,Fables: 1001 Nights of Snowfall,Bill Willingham-Esao Andrews-John Bolton-Mark Buckingham-James Jean-Derek Kirk Kim-Tara  McPherson-Jill Thompson-Mark Wheatley-Michael Wm. Kaluta-Charles Vess-Brian Bolland,4.13,1401203671,9.7814E+12,eng,140,13388,528
21324,Fables  Vol. 8: Wolves,Bill Willingham-Mark Buckingham-Steve Leialoha-Shawn McManus-Andrew Pepoy,4.28,1401210015,9.7814E+12,eng,160,17506,554
21325,Fables  Vol. 4: March of the Wooden Soldiers,Bill Willingham-Mark Buckingham-Craig Hamilton-Steve Leialoha-P. Craig Russell,4.29,1401202225,9.7814E+12,eng,231,25300,763
21326,Fables  Vol. 1: Legends in Exile,Bill Willingham-Terry Moore-Mike Allred-Lan Medina-Mark Buckingham-Matthew Sturges-Steve Leialoha-Craig Hamilton-Russ Braun-James Jean-Tony Akins-Eric Shanower-Shawn McManus-Jae Lee-Chrissie Zullo-David Petersen,3.97,1563899426,9.78156E+12,eng,128,115639,2779
21327,Fables  Vol. 7: Arabian Nights [and Days] (Fables  #7),Bill Willingham-Mark Buckingham-Steve Leialoha-Jim Fern-Jimmy Palmiotti-Andrew Pepoy,4.1,1401210007,9.7814E+12,eng,143,15220,531
21328,Fables  Vol. 6: Homelands,Bill Willingham-David Hahn-Mark Buckingham-Lan Medina-Steve Leialoha,4.28,1401205003,9.7814E+12,eng,190,21085,622
21329,Fables  Vol. 3: Storybook Love,Bill Willingham-Bryan Talbot-Lan Medina-Mark Buckingham-Linda Medley-Steve Leialoha-James Jean,4.13,140120256X,9.7814E+12,eng,190,31926,886
21330,Fables  Vol. 5: The Mean Seasons,Bill Willingham-Mark Buckingham-Steve Leialoha-Tony Akins-Jimmy Palmiotti,4.19,1401204864,9.7814E+12,eng,166,20189,597
21337,Prodigal Son (Dean Koontz's Frankenstein  #1),Dean Koontz-Kevin J. Anderson-Scott Brick,4.02,141591561X,9.78142E+12,eng,469,28116,1075
21341,Jack of Fables  Vol. 1: The (Nearly) Great Escape,Bill Willingham-Matthew Sturges-Tony Akins-Andrew Pepoy,3.58,1401212220,9.7814E+12,eng,128,4288,265
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.02,787960756,9.78079E+12,eng,227,57971,2571
21348,Aesop's Fables,Aesop-Laura Harris-Laura Gibbs,4.05,192840509,9.78019E+12,eng,306,95008,901
21362,Seize the Night (Moonlight Bay  #2),Dean Koontz-Keith Szarabajka,4.08,553479016,9.78055E+12,eng,464,23052,380
21484,The Winds of War (The Henry Family  #1),Herman Wouk,4.37,316952664,9.78032E+12,eng,896,46116,1194
21489,Hollywood Station (Hollywood Station  #1),Joseph Wambaugh,3.72,316066141,9.78032E+12,en-US,340,2030,213
21491,The Choirboys,Joseph Wambaugh,4.06,752851314,9.78075E+12,eng,368,4155,120
21493,Fire Lover: A True Story,Joseph Wambaugh,3.7,006009527X,9.78006E+12,eng,352,771,101
21607,Camouflage,Joe Haldeman,3.63,441012523,9.78044E+12,eng,289,4836,279
21608,The Accidental Time Machine,Joe Haldeman,3.7,441014992,9.78044E+12,eng,278,6338,631
21611,The Forever War (The Forever War  #1),Joe Haldeman,4.15,60510862,9.78006E+12,eng,278,103375,3780
21618,Forever Peace (The Forever War  #2),Joe Haldeman,3.74,441005667,9.78044E+12,eng,351,15841,395
21620,Forever Free (The Forever War  #3),Joe Haldeman,3.42,1857989317,9.78186E+12,eng,277,3832,197
21671,Mystic River,Dennis Lehane,4.18,60584750,9.78006E+12,eng,416,105317,2735
21681,Darkness  Take My Hand (Kenzie & Gennaro  #2),Dennis Lehane,4.17,055350584X,9.78055E+12,eng,512,20987,806
21682,Coronado: Stories,Dennis Lehane,3.38,006113967X,9.78006E+12,eng,240,2824,255
21683,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09,380730367,9.78038E+12,eng,375,15965,597
21685,A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,3.95,156029022,9.78016E+12,eng,282,28386,1483
21686,Shutter Island,Dennis Lehane,4.09,038073186X,9.78038E+12,eng,369,128927,6125
21704,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,446698873,9.78045E+12,eng,348,68551,1733
21717,Triptych (Will Trent  #1),Karin Slaughter,4.14,385339461,9.78039E+12,eng,393,37791,1772
21718,Blindsighted (Grant County  #1),Karin Slaughter,4.1,380820889,9.78038E+12,eng,418,50132,1995
21719,Kisscut (Grant County  #2),Karin Slaughter,4.11,60534044,9.78006E+12,eng,420,23365,1016
21720,Beyond Reach (Grant County  #6),Karin Slaughter,4.19,038533947X,9.78039E+12,eng,404,18083,912
21721,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.1,60534052,9.78006E+12,eng,422,22850,803
21722,Faithless (Grant County  #5),Karin Slaughter,4.12,440242916,9.78044E+12,en-US,549,19851,652
21726,The Ruins,Scott B. Smith,3.54,1400043875,9.7814E+12,en-US,319,24574,2595
21745,Without Fail (Jack Reacher  #6),Lee Child-Dick Hill,4.16,1590860624,9.78159E+12,eng,14,61246,1520
21776,The Silent Gondoliers,William Goldman,3.8,345442636,9.78035E+12,eng,128,1290,133
21787,The Princess Bride,William Goldman,4.26,345418263,9.78035E+12,eng,398,673146,13252
21796,Marathon Man,William Goldman,4.12,330247042,9.78033E+12,eng,236,17184,302
21829,Creepers,David Morrell,3.65,1593153570,9.78159E+12,en-CA,388,4364,502
21836,Scavenger (Frank Balenger  #2),David Morrell,3.6,1593154410,9.78159E+12,eng,368,1719,188
21838,The Brotherhood of the Rose (Mortalis  #1),David Morrell,4.13,747238901,9.78075E+12,eng,416,5299,151
21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson-Tony Goldwyn,3.99,739303406,9.78074E+12,eng,447,390272,22826
22026,The Sicilian,Mario Puzo,3.96,345441702,9.78035E+12,eng,416,15801,475
22028,Omerta,Mario Puzo,3.7,345432401,9.78035E+12,eng,369,11872,316
22035,Fools Die,Mario Puzo,3.71,451160193,9.78045E+12,eng,544,5017,205
22037,The Fortunate Pilgrim,Mario Puzo,3.82,345476727,9.78035E+12,eng,304,3074,206
22076,From a Buick 8,Stephen King,3.44,743211375,9.78074E+12,eng,356,51654,1249
22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,1400044871,9.7814E+12,eng,320,4455,485
22135,Culture and Imperialism,Edward W. Said,4.15,679750541,9.78068E+12,eng,380,3905,119
22136,Out of Place,Edward W. Said,3.96,1862073708,9.78186E+12,en-GB,295,1490,136
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,4.21,143037838,9.78014E+12,eng,272,6467,594
22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.08,1400064899,9.7814E+12,eng,294,5255,902
22175,Strange Pilgrims,Gabriel García Márquez,4.03,1400034698,9.7814E+12,eng,208,6648,402
22176,Doce cuentos peregrinos,Gabriel García Márquez,4.03,1400034949,9.7814E+12,spa,192,2762,155
22186,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,3.59,316011835,9.78032E+12,eng,192,7840,136
22188,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,3.51,316910333,9.78032E+12,eng,224,53230,2245
22192,All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,3.55,316912123,9.78032E+12,eng,240,16202,411
22193,You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,3.71,316735167,9.78032E+12,eng,224,17665,205
22195,The Zero,Jess Walter,3.5,60898658,9.78006E+12,eng,336,1930,294
22199,Year Zero,Jeff Long,3.59,1416534423,9.78142E+12,eng,416,2128,137
22200,Count Zero (Sprawl  #2),William Gibson,4.01,441013678,9.78044E+12,en-US,308,36066,752
22201,Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,4.24,345490096,9.78035E+12,eng,393,4900,159
22202,Bravo Two Zero,Andy McNab,4.08,552153575,9.78055E+12,eng,416,8706,253
22205,This Lullaby,Sarah Dessen,4.03,142501557,9.78014E+12,eng,345,161054,4396
22207,Lullabies for Little Criminals,Heather O'Neill,3.98,60875070,9.78006E+12,eng,330,17511,1322
22208,Hush! A Thai Lullaby,Minfong Ho-Holly Meade,4.02,531071669,9.78053E+12,eng,32,1248,185
22209,Lullaby Town (Elvis Cole  #3),Robert Crais,4.13,752817000,9.78075E+12,eng,296,8043,293
22221,The Iliad,Homer,3.85,471377589,9.78047E+12,eng,150,3853,136
22230,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,440416779,9.78044E+12,eng,186,1917,244
22232,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,439488400,9.78044E+12,eng,186,260685,12034
22233,Love  Stargirl (Stargirl  #2),Jerry Spinelli,3.82,375813756,9.78038E+12,en-US,274,686,111
22237,Son of the Mob (Son of the Mob  #1),Gordon Korman,3.72,786815930,9.78079E+12,eng,262,5873,613
22238,Hollywood Hustle (Son of the Mob  #2),Gordon Korman,3.64,786809191,9.78079E+12,eng,268,1597,143
22239,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo-Mary Jane Ross,4.05,767906896,9.78077E+12,eng,288,932,104
22265,Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas-Leah Wilson-Heather Havrilesky-Amy Berner-Lynne Edwards-John  Ramos-Alafair Burke-Chris McCubbin-Lawrence Watt-Evans-Lani Diane Rich-Geoff Klock-Judy Fitzwater-Evelyn Vaughn-Joyce Millman-Amanda Ann Klein-Kristen Kidder-Jesse Hassenger-Gwen Ellery-Misty Hook-Samantha Bornemann,3.64,1933771135,9.78193E+12,eng,224,911,108
22283,Survivor,Chuck Palahniuk,3.92,009928264X,9.7801E+12,eng,289,49342,1647
22284,Diary,Chuck Palahniuk,3.61,1400032814,9.7814E+12,eng,262,63149,2080
22285,Rant,Chuck Palahniuk,3.82,385517874,9.78039E+12,eng,320,53531,2505
22286,Clown Girl,Monica Drake-Chuck Palahniuk,3.42,976631156,9.78098E+12,eng,297,5305,328
22287,Choke,Chuck Palahniuk,3.69,99422689,9.7801E+12,en-GB,293,1457,108
22288,Haunted,Chuck Palahniuk,3.59,1400032822,9.7814E+12,eng,419,75255,3663
22289,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,3.51,1400047838,9.7814E+12,en-US,176,8326,422
22290,Invisible Monsters,Chuck Palahniuk,4,99285444,9.7801E+12,eng,297,54799,2252
22304,Life After God,Douglas Coupland,3.83,743231511,9.78074E+12,eng,291,9167,332
22312,Shampoo Planet,Douglas Coupland,3.5,743231538,9.78074E+12,eng,282,8182,200
22320,Pattern Recognition (Blue Ant  #1),William Gibson,3.87,425198685,9.78043E+12,eng,367,37313,1767
22321,All Tomorrow's Parties (Bridge  #3),William Gibson,3.9,425190447,9.78043E+12,eng,339,12637,306
22322,Spook Country (Blue Ant  #2),William Gibson,3.68,399154302,9.7804E+12,eng,371,15943,1246
22323,Burning Chrome (Sprawl  #0),William Gibson-Bruce Sterling,4.06,60539828,9.78006E+12,eng,224,29648,533
22325,Idoru (Bridge #2),William Gibson,3.79,425190455,9.78043E+12,eng,308,17197,375
22326,Virtual Light (Bridge  #1),William Gibson,3.84,140157727,9.78014E+12,eng,304,17658,340
22328,Neuromancer (Sprawl  #1),William Gibson,3.89,441569595,9.78044E+12,eng,271,185418,5313
22337,The Neil Gaiman Audio Collection,Neil Gaiman,4.26,60732989,9.78006E+12,eng,1,1539,190
22339,Death: The Time of Your Life,Neil Gaiman-Chris Bachalo-Mark Buckingham-Mark Pennington-Claire Danes,4.22,1563893339,9.78156E+12,eng,95,12206,195
22341,The Wolves in the Walls,Neil Gaiman-Dave McKean,4.07,380810956,9.78038E+12,eng,56,13382,894
22344,Creatures of the Night,Neil Gaiman-Michael Zulli,3.84,1569719365,9.78157E+12,eng,46,1627,163
22347,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison-Steve Yeowell-Jill Thompson-Dennis Cramer-Peter Milligan,3.95,1563892677,9.78156E+12,eng,224,8669,364
22351,New X-Men  Volume 1: E Is for Extinction,Grant Morrison-Frank Quitely,4.06,785108114,9.78079E+12,eng,144,7371,118
22355,Doom Patrol  Vol. 1: Crawling from the Wreckage,Grant Morrison-Richard Case-Doug Braithwaite-Scott Hanna-Carlos Garzon-John Nyberg,4.09,1563890348,9.78156E+12,eng,192,5158,218
22356,The Filth,Grant Morrison-Chris Weston-Gary Erskine,3.75,1401200133,9.7814E+12,en-US,320,3805,258
22357,The Invisibles  Vol. 2: Apocalipstick,Grant Morrison-Jill Thompson-Chris Weston-John Ridgway-Steve Parkhouse-Paul Johnson,4.22,1563897024,9.78156E+12,eng,208,5791,122
22363,Batman: Gothic,Grant Morrison-Klaus Janson,3.79,1563890283,9.78156E+12,eng,128,4168,114
22364,JLA: Earth 2,Grant Morrison-Frank Quitely,3.96,1563896311,9.78156E+12,eng,96,5019,140
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison-Dave McKean,4.1,1401204252,9.7814E+12,eng,216,50214,1392
22399,Invisible,Pete Hautman,3.84,689869037,9.78069E+12,eng,160,2269,346
22416,Transmetropolitan  Vol. 1: Back on the Street,Warren Ellis-Darick Robertson-Darick Robertston-Rodney Ramos-Garth Ennis-Nathan Eyring-Patrick Stewart,4.22,1563894459,9.78156E+12,eng,144,33615,833
22417,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis-Darick Robertson,4.34,1563894815,9.78156E+12,eng,208,15174,277
22418,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis-Darick Robertson-Rodney Ramos,4.4,1563895684,9.78156E+12,eng,144,13016,187
22420,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis-Darick Robertson-Rodney Ramos-Patrick Stewart,4.41,1563897229,9.78156E+12,eng,144,11106,140
22421,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis-Darick Robertson-Rodney Ramos-Keith Akin,4.39,1563896273,9.78156E+12,eng,133,13014,142
22424,Transmetropolitan  Vol. 10: One More Time,Warren Ellis-Darick Robertson-Rodney Ramos,4.51,1401202179,9.7814E+12,eng,144,10070,171
22431,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers-Kevin Shay-Lee Epstein-Suzanne Kleid-McSweeney's Publishing,3.76,1400076854,9.7814E+12,eng,249,1755,141
22435,The Fabric of the Cosmos: Space  Time  and the Texture of Reality,Brian Greene,4.12,965900584,9.78097E+12,eng,569,28037,762
22463,The Origin of Species,Charles Darwin,3.99,785819118,9.78079E+12,eng,703,73943,1265
22470,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,3.9,679731180,9.78068E+12,eng,240,5537,190
22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.83,486434141,9.78049E+12,eng,73,9630,191
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.24,618057072,9.78062E+12,eng,491,3258,403
22539,Hairstyles of the Damned,Joe Meno,3.72,188845170X,9.78189E+12,eng,270,5232,472
22543,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,4.11,393062244,9.78039E+12,eng,384,9822,552
22550,The Gunslinger (The Dark Tower  #1),Stephen King,3.96,670032549,9.78067E+12,eng,231,2223,222
22575,Sit  Walk  Stand,Watchman Nee,4.41,842358935,9.78084E+12,eng,80,2554,126
22580,Voices From the Street,Philip K. Dick,3.28,765316927,9.78077E+12,en-US,301,679,104
22582,Lies  Inc.,Philip K. Dick,3.17,1400030080,9.7814E+12,eng,202,2183,181
22584,Flow My Tears  the Policeman Said,Philip K. Dick,3.93,1857983416,9.78186E+12,eng,204,25740,1016
22586,The Crack in Space,Philip K. Dick-Eric Dawe-Benjamin L. Darcie-Benjamin L Darcie,3.46,1400030064,9.7814E+12,eng,188,1791,135
22590,Ubik,Philip K. Dick-David Alabort-Manuel Espín,4.1,8498000831,9.7885E+12,eng,288,59270,2332
22613,Simulacra and Simulation,Jean Baudrillard-Sheila Faria Glaser,3.98,472065211,9.78047E+12,eng,164,8919,297
22623,Existentialism and Human Emotions,Jean-Paul Sartre,3.84,806509023,9.78081E+12,eng,96,4090,146
22624,Nausea,Jean-Paul Sartre-James  Wood-Robert Baldick,3.92,014118549X,9.78014E+12,eng,253,1459,120
22630,Hey Rube: Blood Sport  the Bush Doctrine  and the Downward Spiral of Dumbness: Modern History from the ESPN.com Sports Desk,Hunter S. Thompson-John A. Walsh,3.68,684873206,9.78068E+12,eng,272,2242,128
22632,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato-G.M.A. Grube-John M. Cooper,4.07,872205541,9.78087E+12,eng,58,24698,326
22649,Bookends,Jane Green,3.71,767907817,9.78077E+12,eng,368,36227,812
22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,3.91,679764410,9.78068E+12,eng,440,19092,569
22686,The Other Woman,Jane Green,3.7,452287146,9.78045E+12,eng,389,28444,644
22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,4.02,345459849,9.78035E+12,eng,672,11016,144
22875,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.97,345418476,9.78035E+12,eng,496,15073,106
22889,Skylight Confessions,Alice Hoffman,3.63,316058785,9.78032E+12,eng,264,6600,739
22892,The Foretelling,Alice Hoffman,3.82,316154091,9.78032E+12,eng,182,2517,231
22893,Incantation,Alice Hoffman,3.87,316010197,9.78032E+12,eng,166,5501,788
22896,Practical Magic,Alice Hoffman,3.79,425190374,9.78043E+12,eng,286,49141,3733
22898,The Probable Future,Alice Hoffman,3.83,345455916,9.78035E+12,eng,352,11612,948
22904,The Complete Stories,Franz Kafka-Nahum N. Glatzer-John Updike-Willa Muir-Edwin Muir-Tania Stern-James Stern-Ernst Kaiser-Eithne Wilkins,4.35,805210555,9.78081E+12,eng,486,19625,377
22911,Amerika,Franz Kafka,3.75,805210644,9.78081E+12,eng,336,17134,497
22914,The Annotated Brothers Grimm,Jacob Grimm-Wilhelm Grimm-Maria Tatar-A.S. Byatt-George Cruikshank-Paul Hey-Walter Crane-Warwick Goble-Kay Nielsen-Arthur Rackham,4.46,393058484,9.78039E+12,eng,462,3038,100
22915,The Complete Brothers Grimm Fairy Tales,Jacob Grimm-Wilhelm Grimm,4.31,517229250,9.78052E+12,en-US,680,4398,165
22932,Emma  Vol. 01,Kaoru Mori-森 薫,3.83,1401211321,9.7814E+12,eng,183,3414,331
23001,Galatea 2.2,Richard Powers,3.72,312423136,9.78031E+12,eng,329,2063,183
23007,The Time of Our Singing,Richard Powers,4.24,99453835,9.7801E+12,eng,631,1718,230
23012,The Gold Bug Variations,Richard Powers,4.13,60975008,9.78006E+12,eng,640,1383,126
23031,Time's Arrow,Martin Amis,3.74,679735720,9.78068E+12,eng,165,11360,796
23040,Night Train,Martin Amis,3.24,375701141,9.78038E+12,eng,176,3444,279
23066,How to Travel with a Salmon and Other Essays,Umberto Eco-William Weaver,3.85,151001367,9.78015E+12,eng,248,3396,148
23183,The Book of Questions,Pablo Neruda-William O'Daly,4.05,1556591608,9.78156E+12,eng,96,2086,213
23201,Pilgrims and Other Stories,Elizabeth Gilbert,3.12,330351745,9.78033E+12,eng,288,1352,173
23202,The Last American Man,Elizabeth Gilbert,3.8,142002836,9.78014E+12,eng,271,7634,934
23204,Stern Men,Elizabeth Gilbert,3.39,061812733X,9.78062E+12,eng,304,4065,521
23217,Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot,3.83,60525126,9.78006E+12,eng,344,26923,1015
23218,Missing You (1-800-Where-R-You  #5),Meg Cabot,4.17,60874309,9.78006E+12,eng,268,10886,365
23219,Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,60851988,9.78006E+12,eng,309,59613,1675
23220,Size 12 Is Not Fat (Heather Wells  #1),Meg Cabot,3.74,60525118,9.78006E+12,eng,345,73592,2360
23221,How to Be Popular,Meg Cabot,3.54,60880120,9.78006E+12,eng,288,19183,879
23222,Valentine Princess (The Princess Diaries  #4.25),Meg Cabot,3.67,60847182,9.78006E+12,eng,96,9330,211
23223,Every Boy's Got One (Boy  #3),Meg Cabot,3.77,330418882,9.78033E+12,eng,328,20562,734
23224,Darkest Hour (The Mediator  #4),Meg Cabot,4.17,60725141,9.78006E+12,eng,316,30018,657
23225,Haunted (The Mediator  #5),Meg Cabot,4.15,60751649,9.78006E+12,eng,263,31501,652
23226,She Went All the Way,Meg Cabot,3.69,60085444,9.78006E+12,eng,357,12297,432
23227,Are We There Yet?,David Levithan,3.5,037582846X,9.78038E+12,eng,215,3048,277
23228,Boy Meets Boy,David Levithan,3.84,375832998,9.78038E+12,eng,185,57087,3242
23230,Naomi and Ely's No Kiss List,Rachel Cohn-David Levithan,3.44,375844406,9.78038E+12,eng,230,13620,978
23232,The Realm of Possibility,David Levithan,3.93,375836578,9.78038E+12,eng,210,14438,1176
23239,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,3.89,425215385,9.78043E+12,eng,292,2343,164
23244,Carpe Demon (Demon-Hunting Soccer Mom  #1),Julie Kenner,3.63,515142212,9.78052E+12,eng,320,4750,581
23300,The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario-Iacopo Bruno-Laura Zuccotti-Leah D. Janeczko-Beth Dunfey,3.92,439774381,9.78044E+12,eng,239,2950,234
23316,Round Ireland with a Fridge,Tony Hawks,3.79,312274920,9.78031E+12,en-US,248,14661,811
23340,Tailchaser's Song,Tad Williams,3.97,886779537,9.78089E+12,eng,364,9644,409
23341,Running with Scissors,Augusten Burroughs,3.71,312425414,9.78031E+12,eng,315,6205,766
23404,Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,Kate Klise-M. Sarah Klise,4.2,380793474,9.78038E+12,eng,144,3099,297
23418,The Architecture of Happiness,Alain de Botton,3.85,375424431,9.78038E+12,eng,280,6609,514
23419,The Consolations of Philosophy,Alain de Botton,4,679779175,9.78068E+12,en-US,265,12603,754
23420,How Proust Can Change Your Life,Alain de Botton,3.76,679779159,9.78068E+12,eng,208,9691,829
